,City,Country,Latitude,longitude,Temperature (F),Humidity (%),Cloudiness (%),Wind Speed (MPH)
857,Naze,JP,28.37,129.48,71.6,78,75,16.11
858,Bambari,CF,5.77,20.68,89.67,41,85,4.03
859,Igarka,RU,67.47,86.58,2.3,93,90,3.02
860,Ahtopol,BG,42.1,27.95,55.17,62,20,14.99
861,Falmouth,GB,50.15,-5.07,53.76,81,40,10.29
862,Vaini,TO,-21.2,-175.2,75.2,88,40,5.82
863,Bambous Virieux,MU,-20.34,57.76,78.42,65,40,11.41
864,Barrow,US,71.29,-156.79,10.4,78,1,25.28
865,Hobart,AU,-42.88,147.33,62.71,60,0,6.93
866,Wembley,AU,-31.93,115.8,58.14,58,75,11.41
867,Lebu,CL,-37.62,-73.65,56.88,72,20,17.6
868,Kanniyākumāri,IN,8.08,77.57,83.05,65,100,6.06
869,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
870,Dondo,MZ,-19.61,34.74,86.0,74,75,21.92
871,George Town,MY,5.41,100.34,83.23,79,20,3.36
872,San Patricio,US,28.02,-97.52,65.84,100,75,4.97
873,St. Pete Beach,US,27.73,-82.74,77.18,94,40,16.11
874,Fort Nelson,CA,58.81,-122.7,15.8,78,90,12.75
875,Alice Springs,AU,-23.7,133.88,98.6,16,91,10.29
876,Bethel,US,41.37,-73.41,49.28,100,90,5.59
877,Hilton Head,US,32.22,-80.75,72.54,88,75,9.17
878,Khatanga,RU,71.97,102.5,0.16,92,100,7.67
879,Ilulissat,GL,69.22,-51.1,17.6,72,75,11.41
880,Esperance,AU,-33.87,121.9,53.6,100,90,25.28
881,Hamilton,US,39.18,-84.53,60.53,72,75,9.17
882,Bethel,US,41.37,-73.41,49.28,100,90,5.59
883,Punta Arenas,CL,-53.15,-70.92,51.8,62,20,11.41
884,Bosaso,SO,11.28,49.18,82.4,78,0,12.75
885,Punta Arenas,CL,-53.15,-70.92,51.8,62,20,11.41
886,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
887,Grindavik,IS,63.84,-22.43,39.2,80,20,13.87
888,Taltal,CL,-25.4,-70.48,60.75,67,78,2.73
889,The Valley,AI,18.22,-63.06,75.9,94,40,16.11
890,Monopoli,IT,40.96,17.29,64.8,67,40,13.87
891,Una,IN,20.82,71.03,78.1,46,0,7.78
892,Fortuna,US,40.6,-124.16,40.35,86,90,8.05
893,Port Alfred,ZA,-33.59,26.89,63.88,69,100,6.42
894,New Norfolk,AU,-42.78,147.06,61.03,57,0,2.77
895,Chui,UY,-33.7,-53.46,59.36,89,100,11.39
896,Butaritari,KI,3.07,172.79,81.81,78,6,8.81
897,Tucumã,BR,-0.18,-50.05,86.61,63,99,5.14
898,George Town,MY,5.41,100.34,83.23,79,20,3.36
899,Mamlyutka,KZ,54.94,68.54,33.8,69,90,13.42
900,Qurayyat,SA,31.33,37.34,73.4,33,0,11.41
901,Japura,ID,-0.32,102.35,74.88,92,100,1.43
902,Cabo San Lucas,MX,22.89,-109.91,70.02,77,50,3.0
903,Tuktoyaktuk,CA,69.45,-133.04,-6.36,89,0,8.3
904,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
905,Norman Wells,CA,65.28,-126.83,-9.4,76,75,1.86
906,Aswān,EG,24.09,32.91,83.61,21,0,7.94
907,Ondangwa,NA,-17.92,15.95,96.85,13,1,6.58
908,Tsumeb,NA,-19.23,17.72,94.12,17,100,5.12
909,Jalu,LY,29.03,21.55,74.12,43,79,13.02
910,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
911,Batagay-Alyta,RU,67.8,130.41,-15.23,87,100,2.48
912,Dakar,SN,14.69,-17.44,89.6,52,0,2.24
913,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
914,Port Alfred,ZA,-33.59,26.89,63.88,69,100,6.42
915,Jardim,BR,-21.48,-56.14,82.26,68,100,6.69
916,Waingapu,ID,-9.66,120.26,83.48,72,100,8.37
917,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
918,Jamestown,US,42.1,-79.24,54.18,81,1,9.17
919,Lamu,KE,-2.27,40.9,86.0,66,20,9.17
920,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
921,Saint-Philippe,RE,-21.36,55.77,71.47,69,90,20.8
922,Kamaishi,JP,39.27,141.88,38.93,76,38,7.07
923,Saint Paul Harbor,US,57.79,-152.41,30.2,80,1,4.7
924,Dingle,PH,11.0,122.67,76.86,87,100,3.94
925,Dikson,RU,73.51,80.55,18.16,98,100,16.93
926,Qaanaaq,GL,77.48,-69.36,-4.27,62,0,5.93
927,Hualmay,PE,-11.1,-77.61,64.33,76,78,5.57
928,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
929,Adrar,MR,20.5,-10.07,91.42,11,0,11.34
930,Tanout,NE,14.97,8.89,84.85,18,0,13.85
931,Tuktoyaktuk,CA,69.45,-133.04,-6.36,89,0,8.3
932,Bethel,US,41.37,-73.41,49.28,100,90,5.59
933,Taoudenni,ML,22.68,-3.98,95.45,10,0,10.04
934,Kapaa,US,22.08,-159.32,76.03,74,75,13.87
935,Saint-Philippe,RE,-21.36,55.77,71.47,69,90,20.8
936,Departamento de Maldonado,UY,-34.67,-54.92,66.96,72,75,11.41
937,Cayenne,GF,4.93,-52.33,84.2,83,75,2.24
938,Punta Arenas,CL,-53.15,-70.92,51.8,62,20,11.41
939,Albany,US,42.6,-73.97,48.97,100,1,2.73
940,Vigrestad,NO,58.57,5.7,48.67,79,100,5.99
941,Angoram,PG,-4.06,144.07,77.07,91,100,2.24
942,Vila Franca do Campo,PT,37.72,-25.43,66.2,88,75,27.51
943,Katsuura,JP,35.13,140.3,55.17,62,75,5.82
944,Yellowknife,CA,62.46,-114.35,0.63,70,40,16.11
945,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
946,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
947,Cape Town,ZA,-33.93,18.42,66.2,45,0,28.86
948,Bodden Town,KY,19.28,-81.25,81.79,78,40,13.87
949,Jamestown,US,42.1,-79.24,54.18,81,1,9.17
950,Cayenne,GF,4.93,-52.33,84.2,83,75,2.24
951,Sabang,ID,5.89,95.32,81.97,80,100,10.83
952,Severo-Kuril'sk,RU,50.68,156.12,36.55,78,100,13.38
953,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
954,Provideniya,RU,64.38,-173.3,35.6,92,100,25.99
955,Punta Arenas,CL,-53.15,-70.92,51.8,62,20,11.41
956,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
957,Elk City,US,35.41,-99.4,39.2,86,40,16.11
958,Abadan,TM,38.05,58.21,59.0,58,40,4.7
959,Pitimbu,BR,-7.47,-34.81,82.4,74,75,14.99
960,Moussoro,TD,13.64,16.49,92.66,16,0,10.67
961,Abu Dhabi,AE,24.47,54.37,87.03,52,0,13.87
962,Puerto Ayora,EC,-0.74,-90.35,66.0,92,99,9.48
963,Cayenne,GF,4.93,-52.33,84.2,83,75,2.24
964,Sisimiut,GL,66.94,-53.67,15.87,93,99,9.46
965,Bobo-Dioulasso,BF,11.18,-4.3,92.53,16,0,6.71
966,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
967,Punta Arenas,CL,-53.15,-70.92,51.8,62,20,11.41
968,Mar del Plata,AR,-38.0,-57.56,68.0,68,20,9.17
969,Bluff,NZ,-46.6,168.33,46.99,92,7,4.65
970,Jutaí,BR,-5.18,-68.9,77.29,92,100,3.06
971,Bouaflé,CI,6.99,-5.74,86.0,66,75,4.7
972,Kalengwa,ZM,-13.47,25.0,96.75,15,100,5.91
973,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
974,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
975,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
976,Nikolskoye,RU,59.7,30.79,37.69,64,0,8.95
977,Celestún,MX,20.87,-90.4,77.4,84,5,12.21
978,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
979,Luwuk,ID,-0.95,122.79,78.53,74,100,0.69
980,Mīzan Teferī,ET,6.98,35.58,72.03,79,40,2.1
981,Taltal,CL,-25.4,-70.48,60.75,67,78,2.73
982,Klaksvík,FO,62.23,-6.59,51.8,100,100,16.11
983,Mataura,NZ,-46.19,168.86,46.99,92,2,1.21
984,Takoradze,GH,4.88,-1.76,83.48,69,34,7.63
985,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
986,Yinchuan,CN,38.47,106.27,50.81,43,1,3.74
987,Cabo San Lucas,MX,22.89,-109.91,70.02,77,50,3.0
988,Narsaq,GL,60.92,-46.05,23.0,85,75,3.36
989,Tuktoyaktuk,CA,69.45,-133.04,-6.36,89,0,8.3
990,Ganzhou,CN,28.82,115.43,57.36,56,0,4.23
991,Punta Arenas,CL,-53.15,-70.92,51.8,62,20,11.41
992,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
993,Deputatsky,RU,69.3,139.9,-24.11,89,46,1.99
994,Oussouye,SN,12.48,-16.55,90.48,66,40,4.7
995,Nikolskiy,RU,60.92,34.06,32.56,94,2,4.36
996,Alofi,NU,-19.06,-169.92,71.6,88,100,10.29
997,Seoul,KR,37.57,126.98,42.78,75,1,2.91
998,New Norfolk,AU,-42.78,147.06,61.03,57,0,2.77
999,Barrow,US,71.29,-156.79,10.4,78,1,25.28
1000,Östersund,SE,63.18,14.64,32.0,79,90,2.24
1001,Vao,NC,-22.67,167.48,70.39,66,100,14.97
1002,Yeppoon,AU,-23.13,150.73,71.6,64,0,6.93
1003,East Liverpool,US,40.62,-80.58,54.7,82,1,4.7
1004,Bluff,NZ,-46.6,168.33,46.99,92,7,4.65
1005,Cape Town,ZA,-33.93,18.42,66.2,45,0,28.86
1006,Aklavik,CA,68.22,-135.01,-6.65,76,0,4.7
1007,Alta Floresta,BR,-9.88,-56.09,82.0,71,100,5.19
1008,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
1009,Uthal,PK,25.81,66.62,79.47,47,0,7.27
1010,Coahuayana Viejo,MX,18.73,-103.68,70.75,64,11,3.76
1011,Mitsamiouli,KM,-11.38,43.28,80.46,75,100,11.65
1012,Cherskiy,RU,68.75,161.3,0.3,93,100,5.03
1013,Puerto Ayora,EC,-0.74,-90.35,66.0,92,99,9.48
1014,Pinawa,CA,50.15,-95.88,16.54,90,97,4.7
1015,Vaini,TO,-21.2,-175.2,75.2,88,40,5.82
1016,Cabo San Lucas,MX,22.89,-109.91,70.02,77,50,3.0
1017,Coquimbo,CL,-29.95,-71.34,53.6,93,90,3.36
1018,Ulladulla,AU,-35.35,150.47,54.12,93,1,7.25
1019,Ballitoville,ZA,-29.54,31.21,66.2,88,75,4.7
1020,Nantucket,US,41.28,-70.1,56.14,93,20,6.93
1021,Atuona,PF,-9.8,-139.03,77.32,76,3,14.5
1022,Albany,US,42.6,-73.97,48.97,100,1,2.73
1023,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
1024,Kaitangata,NZ,-46.28,169.85,50.0,82,8,4.0
1025,Balabac,PH,7.99,117.06,80.38,80,92,4.16
1026,Nikolskoye,RU,59.7,30.79,37.69,64,0,8.95
1027,Manger,NO,60.64,5.04,49.33,87,100,1.01
1028,Ambilobe,MG,-13.2,49.05,86.07,55,92,4.79
1029,Nong Bua,TH,15.86,100.59,72.54,74,54,2.1
1030,Butaritari,KI,3.07,172.79,81.81,78,6,8.81
1031,Hilo,US,19.73,-155.09,68.83,88,90,3.36
1032,Kapaa,US,22.08,-159.32,76.03,74,75,13.87
1033,Westport,US,41.14,-73.36,53.24,100,1,7.72
1034,Nikolskoye,RU,59.7,30.79,37.69,64,0,8.95
1035,Fairbanks,US,64.84,-147.72,21.74,79,90,5.82
1036,Port Alfred,ZA,-33.59,26.89,63.88,69,100,6.42
1037,Khatanga,RU,71.97,102.5,0.16,92,100,7.67
1038,Tasiilaq,GL,65.61,-37.64,30.74,95,100,11.72
1039,Cherskiy,RU,68.75,161.3,0.3,93,100,5.03
1040,Port Alfred,ZA,-33.59,26.89,63.88,69,100,6.42
1041,Lüderitz,NA,-26.65,15.16,77.9,26,0,33.62
1042,Port Elizabeth,ZA,-33.92,25.57,66.2,68,75,10.29
1043,Wanganui,NZ,-39.93,175.05,52.0,77,94,1.99
1044,São Gabriel da Cachoeira,BR,-0.13,-67.09,83.91,71,55,2.59
1045,Qaanaaq,GL,77.48,-69.36,-4.27,62,0,5.93
1046,Hong Kong,HK,22.29,114.16,69.12,69,61,1.99
1047,Chui,UY,-33.7,-53.46,59.36,89,100,11.39
1048,Vaini,TO,-21.2,-175.2,75.2,88,40,5.82
1049,Dikson,RU,73.51,80.55,18.16,98,100,16.93
1050,Shelburne,CA,44.08,-80.2,54.81,82,1,10.29
1051,Atakent,KZ,40.85,68.51,53.82,47,0,6.02
1052,Ambilobe,MG,-13.2,49.05,86.07,55,92,4.79
1053,Swan River,CA,52.11,-101.27,-2.2,91,0,10.29
1054,Imbituba,BR,-28.24,-48.67,69.8,100,90,4.7
1055,Mahébourg,MU,-20.41,57.7,78.8,65,40,11.41
1056,Togur,RU,58.36,82.83,28.63,95,99,8.37
1057,Cherskiy,RU,68.75,161.3,0.3,93,100,5.03
1058,Torbay,CA,47.67,-52.73,45.72,93,90,14.99
1059,Leh,IN,34.17,77.58,36.19,54,98,5.14
1060,Yellowknife,CA,62.46,-114.35,0.63,70,40,16.11
1061,Virginia Beach,US,36.85,-75.98,62.15,87,75,6.53
1062,Vao,NC,-22.67,167.48,70.39,66,100,14.97
1063,Ambilobe,MG,-13.2,49.05,86.07,55,92,4.79
1064,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
1065,George Town,MY,5.41,100.34,83.23,79,20,3.36
1066,Nome,US,64.5,-165.41,36.23,86,90,21.92
1067,Srostki,RU,52.42,85.7,35.55,82,96,20.65
1068,Faanui,PF,-16.48,-151.75,76.35,79,100,9.33
1069,Qaanaaq,GL,77.48,-69.36,-4.27,62,0,5.93
1070,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
1071,Tuktoyaktuk,CA,69.45,-133.04,-6.36,89,0,8.3
1072,Srednekolymsk,RU,67.45,153.68,-6.93,90,98,13.62
1073,Carnarvon,AU,-24.87,113.63,68.0,64,0,20.8
1074,Walvis Bay,NA,-22.96,14.51,61.0,79,0,14.72
1075,Cherskiy,RU,68.75,161.3,0.3,93,100,5.03
1076,Thinadhoo,MV,0.53,72.93,84.07,73,100,10.18
1077,Mataura,NZ,-46.19,168.86,46.99,92,2,1.21
1078,Puerto Ayora,EC,-0.74,-90.35,66.0,92,99,9.48
1079,Klaksvík,FO,62.23,-6.59,51.8,100,100,16.11
1080,Mataura,NZ,-46.19,168.86,46.99,92,2,1.21
1081,Hilo,US,19.73,-155.09,68.83,88,90,3.36
1082,Bethel,US,41.37,-73.41,49.28,100,90,5.59
1083,Östersund,SE,63.18,14.64,32.0,79,90,2.24
1084,Torbay,CA,47.67,-52.73,45.72,93,90,14.99
1085,Carnarvon,AU,-24.87,113.63,68.0,64,0,20.8
1086,Tasiilaq,GL,65.61,-37.64,30.74,95,100,11.72
1087,Atuona,PF,-9.8,-139.03,77.32,76,3,14.5
1088,Goundam,ML,16.41,-3.67,93.78,11,0,17.52
1089,Bambous Virieux,MU,-20.34,57.76,78.42,65,40,11.41
1090,Vaini,TO,-21.2,-175.2,75.2,88,40,5.82
1091,Hobart,AU,-42.88,147.33,62.71,60,0,6.93
1092,Albany,US,42.6,-73.97,48.97,100,1,2.73
1093,Bathsheba,BB,13.22,-59.52,84.2,79,40,16.11
1094,Barrow,US,71.29,-156.79,10.4,78,1,25.28
1095,Hermanus,ZA,-34.42,19.23,71.01,48,0,8.99
1096,New Norfolk,AU,-42.78,147.06,61.03,57,0,2.77
1097,São Félix do Xingu,BR,-6.64,-51.99,88.5,57,100,1.68
1098,Carnarvon,AU,-24.87,113.63,68.0,64,0,20.8
1099,Kiryat Gat,IL,31.61,34.76,73.65,63,3,10.67
1100,Saint-Philippe,RE,-21.36,55.77,71.47,69,90,20.8
1101,Butaritari,KI,3.07,172.79,81.81,78,6,8.81
1102,Pevek,RU,69.7,170.31,18.54,95,90,6.29
1103,Saint-Augustin,CA,51.23,-58.65,43.38,94,100,16.87
1104,Dikson,RU,73.51,80.55,18.16,98,100,16.93
1105,Mataura,NZ,-46.19,168.86,46.99,92,2,1.21
1106,San Cristobal,VE,7.77,-72.22,75.2,94,75,2.24
1107,Isangel,VU,-19.55,169.27,75.24,85,100,14.61
1108,Ushuaia,AR,-54.8,-68.3,48.2,57,20,13.87
1109,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
1110,Pithora,IN,21.27,82.52,67.91,52,0,2.33
1111,Mahébourg,MU,-20.41,57.7,78.8,65,40,11.41
1112,Albany,US,42.6,-73.97,48.97,100,1,2.73
1113,Verāval,IN,20.9,70.37,80.89,53,0,8.05
1114,Kapaa,US,22.08,-159.32,76.03,74,75,13.87
1115,Karlstad,SE,59.38,13.5,41.0,100,90,5.44
1116,Mataura,NZ,-46.19,168.86,46.99,92,2,1.21
1117,Ballina,AU,-28.87,153.57,57.72,87,40,3.36
1118,Rikitea,PF,-23.12,-134.97,73.76,79,2,15.79
1119,Los Llanos de Aridane,ES,28.66,-17.92,68.95,69,75,6.93
1120,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
1121,Busselton,AU,-33.65,115.33,51.64,72,56,7.2
1122,Dalvik,IS,65.97,-18.53,41.0,56,0,4.7
1123,Katsuura,JP,35.13,140.3,55.17,62,75,5.82
1124,Yellowknife,CA,62.46,-114.35,0.63,70,40,16.11
1125,Comodoro Rivadavia,AR,-45.87,-67.5,66.2,55,0,2.24
1126,Klerksdorp,ZA,-26.85,26.67,78.89,45,50,17.58
1127,Roald,NO,62.58,6.13,49.46,87,75,3.36
1128,Kawalu,ID,-7.38,108.21,72.81,92,100,1.23
1129,Mount Gambier,AU,-37.83,140.77,77.0,47,100,18.34
1130,Bredasdorp,ZA,-34.53,20.04,69.8,40,0,17.22
1131,Kahului,US,20.89,-156.47,72.88,65,1,14.99
1132,Mīzan Teferī,ET,6.98,35.58,72.03,79,40,2.1
1133,Avarua,CK,-21.21,-159.78,75.2,94,0,14.34
1134,Atuona,PF,-9.8,-139.03,77.32,76,3,14.5
1135,El Centro,US,32.79,-115.56,44.13,52,1,5.82
1136,Tabasalu,EE,59.43,24.53,45.18,70,75,6.93
1137,Ambositra,MG,-20.52,47.25,76.57,50,0,12.1
1138,Chokurdakh,RU,70.63,147.92,-11.38,91,98,2.84
1139,Hilo,US,19.73,-155.09,68.83,88,90,3.36
1140,Pitimbu,BR,-7.47,-34.81,82.4,74,75,14.99
1141,Jumla,NP,29.27,82.18,46.38,66,90,3.11
1142,Kirkwall,GB,58.98,-2.96,51.8,93,90,24.16
1143,Codrington,AU,-38.27,141.97,70.47,67,100,17.09
1144,San Patricio,US,28.02,-97.52,65.84,100,75,4.97
1145,Codrington,AU,-38.27,141.97,70.47,67,100,17.09
1146,Kavaratti,IN,10.57,72.64,83.64,72,94,9.24
1147,Ribeira Grande,PT,38.52,-28.7,60.8,87,75,20.8
1148,Tiksi,RU,71.69,128.87,-9.62,89,98,5.46
